customer_id,rule_id,primary_triggered,primary_alert_generated,primary_suppression_applied,primary_evidence_count,primary_evidence_transaction_ids,independent_triggered,independent_alert_generated,independent_suppression_applied,independent_evidence_count,independent_evidence_transaction_ids,reconciliation_status
C0037,TM-GEO-001,False,False,False,3,T001247;T001263;T001231,False,False,False,3,T001247;T001263;T001231,matched
C0037,TM-NET-001,True,True,False,4,T001247;T001220;T001259;T001224,True,True,False,4,T001247;T001220;T001259;T001224,matched
C0038,TM-FLOW-001,False,False,False,3,T001276;T001275;T001282,False,False,False,3,T001276;T001275;T001282,matched
C0038,TM-GEO-001,False,False,False,2,T001276;T001275,False,False,False,2,T001276;T001275,matched
C0038,TM-NET-001,True,True,False,2,T001275;T001282,True,True,False,2,T001275;T001282,matched
C0039,TM-FLOW-001,False,False,False,2,T001291;T001303,False,False,False,2,T001291;T001303,matched
C0039,TM-NET-001,False,False,False,1,T001303,False,False,False,1,T001303,matched
C0040,TM-FLOW-001,False,False,False,5,T001339;T001324;T001336;T001317;T001335,False,False,False,5,T001339;T001324;T001336;T001317;T001335,matched
C0040,TM-GEO-001,False,False,False,1,T001324,False,False,False,1,T001324,matched
C0040,TM-NET-001,True,True,False,4,T001339;T001336;T001317;T001335,True,True,False,4,T001339;T001336;T001317;T001335,matched
C0041,TM-FLOW-001,False,False,False,5,T001348;T001392;T001393;T001353;T001350,False,False,False,5,T001348;T001392;T001393;T001353;T001350,matched
C0041,TM-GEO-001,False,False,False,2,T001348;T001392,False,False,False,2,T001348;T001392,matched
C0041,TM-NET-001,False,False,False,1,T001350,False,False,False,1,T001350,matched
C0042,TM-FLOW-001,False,False,False,4,T001402;T001399;T001410;T001401,False,False,False,4,T001402;T001399;T001410;T001401,matched
C0042,TM-GEO-001,False,False,False,2,T001402;T001401,False,False,False,2,T001402;T001401,matched
C0042,TM-NET-001,True,True,False,3,T001402;T001399;T001410,True,True,False,3,T001402;T001399;T001410,matched
C0043,TM-FLOW-001,False,False,False,4,T001437;T001434;T001442;T001440,False,False,False,4,T001437;T001434;T001442;T001440,matched
C0043,TM-NET-001,True,True,False,3,T001437;T001434;T001442,True,True,False,3,T001437;T001434;T001442,matched
C0044,TM-FLOW-001,False,False,False,3,T001488;T001468;T001455,False,False,False,3,T001488;T001468;T001455,matched
C0044,TM-GEO-001,False,False,False,1,T001455,False,False,False,1,T001455,matched
C0044,TM-NET-001,True,True,False,2,T001488;T001468,True,True,False,2,T001488;T001468,matched
C0045,TM-FLOW-001,False,False,False,5,T001531;T001515;T001511;T001498;T001517,False,False,False,5,T001531;T001515;T001511;T001498;T001517,matched
C0045,TM-NET-001,True,True,False,4,T001531;T001515;T001511;T001517,True,True,False,4,T001531;T001515;T001511;T001517,matched
C0045,TM-RAPID-001,False,False,False,1,T001517,False,False,False,1,T001517,matched
C0046,TM-FLOW-001,False,False,False,6,T001550;T001541;T001549;T001558;T001553;T001551,False,False,False,6,T001550;T001541;T001549;T001558;T001553;T001551,matched
C0046,TM-GEO-001,False,False,False,2,T001553;T001551,False,False,False,2,T001553;T001551,matched
C0046,TM-NET-001,True,True,False,4,T001541;T001549;T001558;T001551,True,True,False,4,T001541;T001549;T001558;T001551,matched
C0046,TM-RAPID-001,False,False,False,3,T001558;T001553;T001551,False,False,False,3,T001558;T001553;T001551,matched
C0047,TM-FLOW-001,False,False,False,5,T001572;T001581;T001569;T001574;T001579,False,False,False,5,T001572;T001581;T001569;T001574;T001579,matched
C0047,TM-GEO-001,False,False,False,1,T001572,False,False,False,1,T001572,matched
C0047,TM-NET-001,True,True,False,3,T001572;T001574;T001579,True,True,False,3,T001572;T001574;T001579,matched
C0048,TM-FLOW-001,False,False,False,6,T001631;T001613;T001623;T001595;T001609;T001626,False,False,False,6,T001631;T001613;T001623;T001595;T001609;T001626,matched
C0048,TM-NET-001,True,True,False,3,T001623;T001595;T001626,True,True,False,3,T001623;T001595;T001626,matched
C0049,TM-FLOW-001,False,False,False,2,T001644;T001645,False,False,False,2,T001644;T001645,matched
C0049,TM-NET-001,False,False,False,1,T001644,False,False,False,1,T001644,matched
C0050,TM-FLOW-001,False,False,False,2,T001664;T001670,False,False,False,2,T001664;T001670,matched
C0050,TM-GEO-001,False,False,False,1,T001670,False,False,False,1,T001670,matched
C0050,TM-NET-001,False,False,False,1,T001670,False,False,False,1,T001670,matched
C0051,TM-FLOW-001,False,False,False,3,T001698;T001699;T001711,False,False,False,3,T001698;T001699;T001711,matched
C0051,TM-NET-001,True,True,False,2,T001698;T001711,True,True,False,2,T001698;T001711,matched
C0052,TM-FLOW-001,False,False,False,4,T001728;T001720;T001730;T001718,False,False,False,4,T001728;T001720;T001730;T001718,matched
C0052,TM-NET-001,True,True,False,3,T001720;T001730;T001718,True,True,False,3,T001720;T001730;T001718,matched
C0053,TM-FLOW-001,False,False,False,4,T001743;T001768;T001760;T001737,False,False,False,4,T001743;T001768;T001760;T001737,matched
C0053,TM-GEO-001,False,False,False,1,T001737,False,False,False,1,T001737,matched
C0053,TM-NET-001,True,True,False,4,T001743;T001768;T001760;T001737,True,True,False,4,T001743;T001768;T001760;T001737,matched
C0053,TM-RAPID-001,False,False,False,1,T001737,False,False,False,1,T001737,matched
C0054,TM-FLOW-001,False,False,False,9,T001786;T001799;T001804;T001775;T001789;T001788;T001778;T001793;T001783,False,False,False,9,T001786;T001799;T001804;T001775;T001789;T001788;T001778;T001793;T001783,matched
C0054,TM-GEO-001,False,False,False,2,T001789;T001783,False,False,False,2,T001789;T001783,matched
C0054,TM-NET-001,True,True,False,8,T001786;T001799;T001804;T001775;T001789;T001788;T001793;T001783,True,True,False,8,T001786;T001799;T001804;T001775;T001789;T001788;T001793;T001783,matched
C0055,TM-FLOW-001,False,False,False,3,T001810;T001819;T001818,False,False,False,3,T001810;T001819;T001818,matched
C0055,TM-GEO-001,False,False,False,2,T001819;T001818,False,False,False,2,T001819;T001818,matched
C0055,TM-NET-001,True,True,False,2,T001810;T001819,True,True,False,2,T001810;T001819,matched
C0056,TM-FLOW-001,False,False,False,2,T001833;T001873,False,False,False,2,T001833;T001873,matched
C0056,TM-NET-001,True,True,False,2,T001833;T001873,True,True,False,2,T001833;T001873,matched
C0057,TM-FLOW-001,False,False,False,1,T001889,False,False,False,1,T001889,matched
C0057,TM-GEO-001,False,False,False,1,T001889,False,False,False,1,T001889,matched
C0058,TM-FLOW-001,False,False,False,6,T001924;T001904;T001922;T001901;T001910;T001921,False,False,False,6,T001924;T001904;T001922;T001901;T001910;T001921,matched
C0058,TM-GEO-001,False,False,False,1,T001904,False,False,False,1,T001904,matched
C0058,TM-NET-001,True,True,False,5,T001924;T001904;T001922;T001901;T001921,True,True,False,5,T001924;T001904;T001922;T001901;T001921,matched
C0058,TM-RAPID-001,False,False,False,1,T001921,False,False,False,1,T001921,matched
C0059,TM-FLOW-001,False,False,False,3,T001940;T001938;T001932,False,False,False,3,T001940;T001938;T001932,matched
C0059,TM-GEO-001,False,False,False,1,T001938,False,False,False,1,T001938,matched
C0059,TM-NET-001,True,True,False,3,T001940;T001938;T001932,True,True,False,3,T001940;T001938;T001932,matched
C0060,TM-FLOW-001,False,False,False,2,T001954;T001958,False,False,False,2,T001954;T001958,matched
C0060,TM-NET-001,True,True,False,2,T001954;T001958,True,True,False,2,T001954;T001958,matched
C0061,TM-FLOW-001,False,False,False,2,T001977;T001975,False,False,False,2,T001977;T001975,matched
C0061,TM-NET-001,False,False,False,1,T001975,False,False,False,1,T001975,matched
C0062,TM-FLOW-001,False,False,False,2,T001992;T002009,False,False,False,2,T001992;T002009,matched
C0062,TM-NET-001,True,True,False,2,T001992;T002009,True,True,False,2,T001992;T002009,matched
C0063,TM-FLOW-001,False,False,False,7,T002060;T002062;T002051;T002054;T002040;T002057;T002016,False,False,False,7,T002060;T002062;T002051;T002054;T002040;T002057;T002016,matched
C0063,TM-GEO-001,False,False,False,1,T002040,False,False,False,1,T002040,matched
C0063,TM-NET-001,True,True,False,6,T002060;T002062;T002051;T002054;T002040;T002057,True,True,False,6,T002060;T002062;T002051;T002054;T002040;T002057,matched
C0064,TM-FLOW-001,False,False,False,4,T002091;T002082;T002092;T002080,False,False,False,4,T002091;T002082;T002092;T002080,matched
C0064,TM-NET-001,True,True,False,2,T002091;T002080,True,True,False,2,T002091;T002080,matched
C0065,TM-FLOW-001,True,True,False,9,T002134;T002149;T002112;T002118;T002150;T002145;T002133;T002120;T002103,True,True,False,9,T002134;T002149;T002112;T002118;T002150;T002145;T002133;T002120;T002103,matched
C0065,TM-GEO-001,False,False,False,2,T002112;T002103,False,False,False,2,T002112;T002103,matched
C0065,TM-NET-001,True,True,False,5,T002149;T002112;T002133;T002120;T002103,True,True,False,5,T002149;T002112;T002133;T002120;T002103,matched
C0065,TM-RAPID-001,False,False,False,2,T002120;T002103,False,False,False,2,T002120;T002103,matched
C0066,TM-FLOW-001,False,False,False,4,T002157;T002169;T002159;T002166,False,False,False,4,T002157;T002169;T002159;T002166,matched
C0066,TM-NET-001,True,True,False,4,T002157;T002169;T002159;T002166,True,True,False,4,T002157;T002169;T002159;T002166,matched
C0067,TM-FLOW-001,False,False,False,2,T002186;T002183,False,False,False,2,T002186;T002183,matched
C0067,TM-GEO-001,False,False,False,1,T002183,False,False,False,1,T002183,matched
C0067,TM-NET-001,True,True,False,2,T002186;T002183,True,True,False,2,T002186;T002183,matched
C0067,TM-RAPID-001,False,False,False,1,T002183,False,False,False,1,T002183,matched
C0068,TM-FLOW-001,False,False,False,1,T002193,False,False,False,1,T002193,matched
C0068,TM-NET-001,False,False,False,1,T002193,False,False,False,1,T002193,matched
C0069,TM-FLOW-001,False,False,False,1,T002227,False,False,False,1,T002227,matched
C0069,TM-NET-001,False,False,False,1,T002227,False,False,False,1,T002227,matched
C0070,TM-FLOW-001,False,False,False,3,T002243;T002249;T002250,False,False,False,3,T002243;T002249;T002250,matched
C0070,TM-GEO-001,False,False,False,1,T002243,False,False,False,1,T002243,matched
C0070,TM-NET-001,True,True,False,2,T002249;T002250,True,True,False,2,T002249;T002250,matched
C0071,TM-FLOW-001,False,False,False,4,T002279;T002261;T002280;T002278,False,False,False,4,T002279;T002261;T002280;T002278,matched
C0071,TM-GEO-001,False,False,False,1,T002279,False,False,False,1,T002279,matched
C0071,TM-NET-001,True,True,False,3,T002279;T002261;T002280,True,True,False,3,T002279;T002261;T002280,matched
C0072,TM-FLOW-001,False,False,False,3,T002283;T002311;T002284,False,False,False,3,T002283;T002311;T002284,matched
C0072,TM-GEO-001,False,False,False,1,T002284,False,False,False,1,T002284,matched
C0073,TM-FLOW-001,False,False,False,5,T002347;T002339;T002343;T002325;T002321,False,False,False,5,T002347;T002339;T002343;T002325;T002321,matched
C0073,TM-GEO-001,False,False,False,1,T002339,False,False,False,1,T002339,matched
C0073,TM-NET-001,True,True,False,4,T002339;T002343;T002325;T002321,True,True,False,4,T002339;T002343;T002325;T002321,matched
C0074,TM-FLOW-001,False,False,False,5,T002356;T002387;T002377;T002384;T002353,False,False,False,5,T002356;T002387;T002377;T002384;T002353,matched
C0074,TM-NET-001,False,False,False,1,T002377,False,False,False,1,T002377,matched
C0075,TM-FLOW-001,False,False,False,3,T002428;T002404;T002409,False,False,False,3,T002428;T002404;T002409,matched
C0075,TM-GEO-001,False,False,False,1,T002409,False,False,False,1,T002409,matched
C0075,TM-NET-001,True,True,False,2,T002404;T002409,True,True,False,2,T002404;T002409,matched
C0076,TM-FLOW-001,False,False,False,1,T002455,False,False,False,1,T002455,matched
C0076,TM-NET-001,False,False,False,1,T002455,False,False,False,1,T002455,matched
C0077,TM-FLOW-001,False,False,False,3,T002473;T002487;T002480,False,False,False,3,T002473;T002487;T002480,matched
C0077,TM-NET-001,True,True,False,2,T002473;T002487,True,True,False,2,T002473;T002487,matched
C0078,TM-FLOW-001,False,False,False,3,T002509;T002507;T002511,False,False,False,3,T002509;T002507;T002511,matched
C0078,TM-NET-001,False,False,False,1,T002507,False,False,False,1,T002507,matched
C0081,TM-FLOW-001,False,False,False,2,T002577;T002573,False,False,False,2,T002577;T002573,matched
C0081,TM-GEO-001,False,False,False,2,T002577;T002573,False,False,False,2,T002577;T002573,matched
C0081,TM-NET-001,True,True,False,2,T002577;T002573,True,True,False,2,T002577;T002573,matched
C0082,TM-FLOW-001,False,False,False,3,T002610;T002600;T002594,False,False,False,3,T002610;T002600;T002594,matched
C0082,TM-GEO-001,False,False,False,1,T002610,False,False,False,1,T002610,matched
C0082,TM-NET-001,True,True,False,2,T002610;T002594,True,True,False,2,T002610;T002594,matched
C0083,TM-FLOW-001,False,False,False,1,T002632,False,False,False,1,T002632,matched
C0084,TM-FLOW-001,False,False,False,6,T002650;T002640;T002645;T002657;T002643;T002641,False,False,False,6,T002650;T002640;T002645;T002657;T002643;T002641,matched
C0084,TM-GEO-001,False,False,False,1,T002641,False,False,False,1,T002641,matched
C0084,TM-NET-001,True,True,False,5,T002650;T002640;T002645;T002657;T002641,True,True,False,5,T002650;T002640;T002645;T002657;T002641,matched
C0085,TM-FLOW-001,False,False,False,6,T002664;T002685;T002678;T002672;T002684;T002666,False,False,False,6,T002664;T002685;T002678;T002672;T002684;T002666,matched
C0085,TM-GEO-001,False,False,False,2,T002678;T002672,False,False,False,2,T002678;T002672,matched
C0085,TM-NET-001,True,True,False,3,T002664;T002678;T002666,True,True,False,3,T002664;T002678;T002666,matched
C0086,TM-FLOW-001,False,False,False,1,T002706,False,False,False,1,T002706,matched
C0087,TM-FLOW-001,False,False,False,3,T002716;T002713;T002715,False,False,False,3,T002716;T002713;T002715,matched
C0087,TM-GEO-001,False,False,False,1,T002715,False,False,False,1,T002715,matched
C0087,TM-NET-001,True,True,False,2,T002716;T002715,True,True,False,2,T002716;T002715,matched
C0088,TM-FLOW-001,False,False,False,3,T002735;T002739;T002742,False,False,False,3,T002735;T002739;T002742,matched
C0088,TM-GEO-001,False,False,False,1,T002742,False,False,False,1,T002742,matched
C0088,TM-NET-001,True,True,False,3,T002735;T002739;T002742,True,True,False,3,T002735;T002739;T002742,matched
C0089,TM-FLOW-001,False,False,False,2,T002758;T002780,False,False,False,2,T002758;T002780,matched
C0089,TM-NET-001,False,False,False,1,T002780,False,False,False,1,T002780,matched
C0090,TM-FLOW-001,False,False,False,5,T002810;T002828;T002813;T002804;T002790,False,False,False,5,T002810;T002828;T002813;T002804;T002790,matched
C0090,TM-GEO-001,False,False,False,2,T002813;T002790,False,False,False,2,T002813;T002790,matched
C0090,TM-NET-001,True,True,False,4,T002810;T002828;T002813;T002790,True,True,False,4,T002810;T002828;T002813;T002790,matched
C0091,TM-FLOW-001,False,False,False,2,T002870;T002869,False,False,False,2,T002870;T002869,matched
C0091,TM-GEO-001,False,False,False,1,T002869,False,False,False,1,T002869,matched
C0091,TM-NET-001,False,False,False,1,T002870,False,False,False,1,T002870,matched
C0092,TM-FLOW-001,True,True,False,9,T002927;T002880;T002882;T002924;T002925;T002909;T002897;T002895;T002915,True,True,False,9,T002927;T002880;T002882;T002924;T002925;T002909;T002897;T002895;T002915,matched
C0092,TM-GEO-001,False,False,False,2,T002927;T002897,False,False,False,2,T002927;T002897,matched
C0092,TM-NET-001,True,True,False,4,T002880;T002882;T002924;T002925,True,True,False,4,T002880;T002882;T002924;T002925,matched
C0093,TM-FLOW-001,False,False,False,6,T002947;T002958;T002952;T002943;T002954;T002964,False,False,False,6,T002947;T002958;T002952;T002943;T002954;T002964,matched
C0093,TM-GEO-001,False,False,False,2,T002947;T002954,False,False,False,2,T002947;T002954,matched
C0093,TM-NET-001,True,True,False,3,T002947;T002943;T002954,True,True,False,3,T002947;T002943;T002954,matched
C0094,TM-FLOW-001,False,False,False,6,T002982;T002979;T002971;T002989;T002974;T002993,False,False,False,6,T002982;T002979;T002971;T002989;T002974;T002993,matched
C0094,TM-GEO-001,False,False,False,2,T002982;T002971,False,False,False,2,T002982;T002971,matched
C0094,TM-NET-001,True,True,False,3,T002989;T002974;T002993,True,True,False,3,T002989;T002974;T002993,matched
C0095,TM-FLOW-001,False,False,False,2,T002997;T003014,False,False,False,2,T002997;T003014,matched
C0097,TM-FLOW-001,False,False,False,5,T003053;T003052;T003048;T003064;T003068,False,False,False,5,T003053;T003052;T003048;T003064;T003068,matched
C0097,TM-GEO-001,False,False,False,2,T003053;T003068,False,False,False,2,T003053;T003068,matched
C0097,TM-NET-001,True,True,False,4,T003053;T003052;T003064;T003068,True,True,False,4,T003053;T003052;T003064;T003068,matched
C0098,TM-FLOW-001,False,False,False,5,T003097;T003095;T003112;T003098;T003106,False,False,False,5,T003097;T003095;T003112;T003098;T003106,matched
